61;4307.00;10.45;1633.00;big
61;4391.00;10.60;1710.00;big
62;4499.00;9.85;1507.00;big
62;4450.00;10.00;1587.00;big
63;4640.00;10.00;1560.00;big
63;4593.00;9.93;1479.00;big
64;4508.00;10.10;1731.00;big
64;4595.00;10.30;1699.00;big
65;4622.00;10.35;1831.00;big
65;4692.00;10.00;1904.00;big
66;4720.00;10.10;1768.00;big
66;4801.00;10.10;1820.00;big
67;4716.00;10.20;1630.00;big
67;4796.00;9.90;1681.00;big
68;4436.00;10.70;1006.00;big
68;4550.00;9.90;1004.00;big
69;4808.00;10.30;961.00;big
69;4692.00;10.48;876.00;big
70;4636.00;10.10;1228.00;big
70;4615.00;10.03;1296.00;big
71;4591.00;10.70;884.00;big
71;4494.00;10.00;838.00;big
72;4451.00;10.40;736.00;big
72;4615.00;9.80;723.00;big
73;4508.00;11.10;609.00;big
73;4656.00;10.25;591.00;big
74;4659.00;10.00;485.00;big
74;4632.00;9.80;395.00;big
75;4591.00;10.90;311.00;big
75;4589.00;10.00;202.00;big
76;4321.00;10.10;245.00;big
76;4449.00;10.80;277.00;big
77;4464.00;10.60;392.00;big
77;4516.00;11.20;488.00;big
78;4266.00;10.00;406.00;big
78;4368.00;10.50;413.00;big
79;4347.00;10.50;499.00;big
79;4410.00;9.90;565.00;big
80;4208.00;10.10;513.00;big
80;4104.00;9.90;484.00;big
81;4164.00;10.30;408.00;big
81;4047.00;10.18;365.00;big
82;3966.00;10.23;666.00;big
82;4036.00;10.10;587.00;big
83;4311.00;9.98;664.00;big
83;4163.00;10.60;640.00;big
84;3968.00;10.10;864.00;big
84;4095.00;9.85;815.00;big
85;4233.00;10.50;839.00;big
85;4358.00;10.65;875.00;big
86;5138.00;10.50;561.00;big
86;5066.00;10.00;408.00;big
87;5355.00;10.35;521.00;big
87;5439.00;10.20;408.00;big
88;5300.00;10.05;210.00;big
88;5171.00;10.50;203.00;big
89;5141.00;9.80;290.00;big
89;5247.00;9.90;625.00;big
90;169.00;10.30;225.00;big
90;228.00;10.00;151.00;big
91;1465.00;9.50;551.00;big
91;1693.00;9.50;407.00;big
92;1236.00;9.50;871.00;big
92;1350.00;9.50;756.00;big
93;1048.00;9.50;880.00;big
93;905.00;9.50;974.00;big
94;569.00;9.50;1042.00;big
94;638.00;9.50;1202.00;big
95;168.00;9.70;1588.00;big
95;376.00;9.50;1747.00;big
96;143.00;9.50;2005.00;big
96;59.00;9.50;1826.00;big
97;49.00;9.50;1448.00;big
97;147.00;9.50;1315.00;big
98;139.00;9.50;1021.00;big
98;328.00;9.50;1107.00;big
99;2174.00;9.50;1848.00;big
99;1915.00;9.50;1930.00;big
100;95.00;9.50;393.00;big
100;311.00;9.50;351.00;big
101;85.00;9.50;141.00;big
101;5463.00;9.50;105.00;big
102;397.00;9.50;135.00;big
102;772.00;9.50;44.00;big
103;1706.00;9.50;95.00;big
103;1257.00;9.50;56.00;big
104;2070.00;9.78;712.00;big
104;2187.00;9.50;666.00;big
105;2125.00;10.00;425.00;big
105;2011.00;9.80;286.00;big
106;2614.00;9.90;346.00;big
106;2363.00;9.50;338.00;big
107;2828.00;9.75;288.00;big
107;3106.00;9.50;364.00;big
108;2418.00;9.50;1166.00;big
108;2573.00;9.50;1433.00;big
109;2370.00;9.50;896.00;big
109;2553.00;9.50;651.00;big
110;2833.00;9.50;574.00;big
110;3090.00;9.50;649.00;big
111;3350.00;9.50;837.00;big
111;3330.00;9.50;1057.00;big
112;3250.00;9.50;1395.00;big
112;3491.00;9.50;1417.00;big
113;2967.00;9.90;1838.00;big
113;2979.00;9.50;1555.00;big
114;2533.00;9.50;1627.00;big
114;2544.00;9.85;1808.00;big
115;3502.00;9.50;1747.00;big
115;3795.00;9.50;1745.00;big
116;4395.00;9.50;1876.00;big
116;4070.00;9.50;1864.00;big
117;5446.00;9.50;774.00;big
117;5559.00;9.50;506.00;big
118;3553.00;9.50;1248.00;big
118;3771.00;9.50;1213.00;big
119;3626.00;9.50;1000.00;big
119;3845.00;9.50;978.00;big
120;4096.00;9.50;1025.00;big
120;4302.00;9.50;1167.00;big
121;4438.00;9.93;1375.00;big
121;4643.00;9.50;1389.00;big
122;5083.00;9.50;1867.00;big
122;4872.00;9.70;1965.00;big
123;5307.00;9.50;1773.00;big
123;5516.00;9.50;1924.00;big
124;5191.00;9.50;1389.00;big
124;4964.00;9.50;1174.00;big
125;4718.00;9.50;1154.00;big
125;4542.00;9.50;1163.00;big
126;4874.00;9.50;1549.00;big
126;5030.00;9.80;1642.00;big
127;4991.00;9.50;865.00;big
127;4863.00;9.50;578.00;big
128;4993.00;9.50;106.00;big
128;4812.00;9.50;233.00;big
129;5445.00;9.50;1036.00;big
129;5286.00;9.80;1234.00;big
130;1964.00;9.50;1543.00;big
130;2219.00;9.50;1526.00;big
131;3640.00;9.50;325.00;big
131;3411.00;9.90;450.00;big
132;3828.00;9.50;677.00;big
132;3853.00;9.50;464.00;big
133;4129.00;9.50;174.00;big
133;3881.00;9.50;157.00;big
134;4321.00;9.50;108.00;big
134;4586.00;9.50;81.00;big
135;1741.00;9.50;1059.00;big
135;1879.00;9.50;978.00;big
136;2147.00;9.90;1001.00;big
136;2115.00;9.90;873.00;big
137;3895.00;9.78;1273.00;big
137;3894.00;9.50;1393.00;big
138;3372.00;9.50;653.00;big
138;3574.00;9.50;755.00;big
139;1501.00;9.50;1292.00;big
139;1740.00;9.50;1245.00;big
140;161.00;9.50;719.00;big
140;356.00;9.50;635.00;big
141;5274.00;10.20;1530.00;big
141;5552.00;9.75;1493.00;big
142;1577.00;9.50;792.00;big
142;1821.00;9.50;769.00;big
143;2046.00;9.50;1298.00;big
143;2092.00;9.70;1150.00;big
